note,label_binary,label_original,dataset_name,norm_key,dedup_key
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,জানি এখানে অনেকেই কমেন্ট পড়তে আসবেন আমি তাদের উদ্দেশ্যে শুধু একটা কথাই বলবো ভাই আমি একটা সাইকেল বিক্রি করবো কেউ কিনলে জানাইয়েন,জানি এখানে অনেকেই কমেন্ট পড়তে আসবেন আমি তাদের উদ্দেশ্যে শুধু একটা কথাই বলবো ভাই আমি একটা সাইকেল বিক্রি করবো কেউ কিনলে জানাইয়েন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আরে এরা কারা কোথা থেকে আসল এরা সবাই কি কাকু নাকি,আরে এরা কারা কোথা থেকে আসল এরা সবাই কি কাকু নাকি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,গোলাপ তো দূরের কথা কেউ একটা পাপড়ি ও দিলোনা আজ পর্যন্ত,গোলাপ তো দূরের কথা কেউ একটা পাপড়ি ও দিলোনা আজ পর্যন্ত
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,মুগ্ধ পানি নিয়ে আয় কোটা এখনো বন্ধ হয়নি,মুগ্ধ পানি নিয়ে আয় কোটা এখনো বন্ধ হয়নি
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,জীবনের সেরা দশ ভুল,জীবনের সেরা দশ ভুল
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,অর্জুনের জন্য চাপ অনেক বেশি কারণ সবাই শচীন স্যারের মান অনুযায়ী বিচার করে,অর্জুনের জন্য চাপ অনেক বেশি কারণ সবাই শচীন স্যারের মান অনুযায়ী বিচার করে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আমি ঔ সময় খেলনা মোবাইলে নিমুরা নিমুরা মিউজিক বাজাইতে পারলেই খুশি,আমি ঔ সময় খেলনা মোবাইলে নিমুরা নিমুরা মিউজিক বাজাইতে পারলেই খুশি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,তুরু বেড়া আমি কে,তুরু বেড়া আমি কে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,নির্বাচন কমিশনার গন সবাইকে বরখাস্ত করা হোক,নির্বাচন কমিশনার গন সবাইকে বরখাস্ত করা হোক
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আচ্ছা এদের কে কি কোন ভাবে জুলাই আগস্ট এর হত্যা মামলায় ঢুকিয়ে দেওয়া যায় না,আচ্ছা এদের কে কি কোন ভাবে জুলাই আগস্ট এর হত্যা মামলায় ঢুকিয়ে দেওয়া যায় না
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ছোটবেলায় জামার কালার পছন্দ না হলে এভাবে গাল ভ্যাটকাতাম আজ র ্যাবের পোশাক এবং তার মুখের অবস্থা দেখে বুঝতেছি অপছন্দের জিনিস ভাগে পরলে কেমন লাগে,ছোটবেলায় জামার কালার পছন্দ না হলে এভাবে গাল ভ্যাটকাতাম আজ র ্যাবের পোশাক এবং তার মুখের অবস্থা দেখে বুঝতেছি অপছন্দের জিনিস ভাগে পরলে কেমন লাগে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আপনি আপনার এক বিলিয়ন পেয়েছেন তো,আপনি আপনার এক বিলিয়ন পেয়েছেন তো
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এটা বেস্ট ট্রফি যদিও মানুষ হারিকেন বলে তাও এটা বেস্ট কারন হারিকেন আমাদের গ্রাম্য ঐতিহ্য,এটা বেস্ট ট্রফি যদিও মানুষ হারিকেন বলে তাও এটা বেস্ট কারন হারিকেন আমাদের গ্রাম্য ঐতিহ্য
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,সালার পাবলিক যে এতো আবেগি হয় জানা ছিলোনা নিউজে বলছে এক দেড় বছর হালায় বানাইছে মাস আরে ভাই এগুলো জিনিসের অনেক প্রক্রিয়া আছে যেটা সময় সাপেক্ষ ব্যাপার স্যাপার চিফ একটা সম্ভাবনা ডেট দিছে এক দেড় বছর আর আপনি ভূয়া নিউজ ছড়াচ্ছেন মিয়া,সালার পাবলিক যে এতো আবেগি হয় জানা ছিলোনা নিউজে বলছে এক দেড় বছর হালায় বানাইছে মাস আরে ভাই এগুলো জিনিসের অনেক প্রক্রিয়া আছে যেটা সময় সাপেক্ষ ব্যাপার স্যাপার চিফ একটা সম্ভাবনা ডেট দিছে এক দেড় বছর আর আপনি ভূয়া নিউজ ছড়াচ্ছেন মিয়া
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,কীর্তিমানের মৃত্যু নাই,কীর্তিমানের মৃত্যু নাই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,শালারে কাছে পাইলে আগুনে পুড়ে মারতাম আর শালীরে কাছে পাইলে আফ্রিকা পাঠাইতাম কালা ভাইদের কাছে সামলাও ঠেলা,শালারে কাছে পাইলে আগুনে পুড়ে মারতাম আর শালীরে কাছে পাইলে আফ্রিকা পাঠাইতাম কালা ভাইদের কাছে সামলাও ঠেলা
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বিয়ে না করেই ভালো আছি,বিয়ে না করেই ভালো আছি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এটাতো আওয়ামীলীগ সমর্থকদের জন্য গর্বের বিষয় তাদের একজন সদস্যকে নিয়ে এলন মাস্কের মতো এত বড় সেলিব্রিটি মন্তব্য করলো,এটাতো আওয়ামীলীগ সমর্থকদের জন্য গর্বের বিষয় তাদের একজন সদস্যকে নিয়ে এলন মাস্কের মতো এত বড় সেলিব্রিটি মন্তব্য করলো
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,একদিন না একদিন আমার আপা আসবে ঐদিন দেখবি তোদের কাউকে ছাড়া হবে না,একদিন না একদিন আমার আপা আসবে ঐদিন দেখবি তোদের কাউকে ছাড়া হবে না
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বেলা কি আধোও বেলায় আছে নাকি আবার বেলার মেয়ে এই আনন্দের মিষ্টি খাবে,বেলা কি আধোও বেলায় আছে নাকি আবার বেলার মেয়ে এই আনন্দের মিষ্টি খাবে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এগুলোর কী দরকার ছিলো এতো টাকা শুধু শুধু কেন খরচ করতে গেলেন,এগুলোর কী দরকার ছিলো এতো টাকা শুধু শুধু কেন খরচ করতে গেলেন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,মাছ ভাজার ভিডিও সাবধানে করবা কেমন,মাছ ভাজার ভিডিও সাবধানে করবা কেমন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,মোবাইল ছাড়া ওয়াশরুমে গেছিলাম বাথরুমে ১০৮ টা টাইলস লাগানো আছে,মোবাইল ছাড়া ওয়াশরুমে গেছিলাম বাথরুমে ১০৮ টা টাইলস লাগানো আছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,দেইখে আবার মানুষের মতো সিদ্ধান্ত নিতে গিয়া যেনে আবার প্রেমে ছ্যাকা খেয়ে সুইসাইড না করে বসে,দেইখে আবার মানুষের মতো সিদ্ধান্ত নিতে গিয়া যেনে আবার প্রেমে ছ্যাকা খেয়ে সুইসাইড না করে বসে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,নাইট ডিউটি করে ফেরার পর সে খুবই ক্লান্ত হয়ে যায় তার হাত পা সাথে অন্যান্য অঙ্গ গুলা দুমড়ে মুচড়ে আসছিলো তাই জেসিয়া তাকে মাসাজ করে দিচ্ছিলো তাতেই আপনারা এত হেট কমেন্ট করতাছেন,নাইট ডিউটি করে ফেরার পর সে খুবই ক্লান্ত হয়ে যায় তার হাত পা সাথে অন্যান্য অঙ্গ গুলা দুমড়ে মুচড়ে আসছিলো তাই জেসিয়া তাকে মাসাজ করে দিচ্ছিলো তাতেই আপনারা এত হেট কমেন্ট করতাছেন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আমি সব মানতে পারলেও তেলাপোকার উড়াল দেওয়াটা কোনো ভাবেই মেনে নিতে পারি না,আমি সব মানতে পারলেও তেলাপোকার উড়াল দেওয়াটা কোনো ভাবেই মেনে নিতে পারি না
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,জীবনেও কেউ প্রোপোজ করে নাই সেখানে রিজেক্ট করা বিলাসিতা,জীবনেও কেউ প্রোপোজ করে নাই সেখানে রিজেক্ট করা বিলাসিতা
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,নিশো আর মেহজাবিন নাটক এর কথা মনে পড়ে গেলো নিশো মেহজাবিন কে রান্না করে খাওয়াই ছিলো,নিশো আর মেহজাবিন নাটক এর কথা মনে পড়ে গেলো নিশো মেহজাবিন কে রান্না করে খাওয়াই ছিলো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এক সময় নাছিরের ফিল্ডিং বেশ উপভোগ করতাম তারপর সৌম্য সাব্বিদের,এক সময় নাছিরের ফিল্ডিং বেশ উপভোগ করতাম তারপর সৌম্য সাব্বিদের
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,চাচা বুলডোজারে এত হাসিনা কেনো আর ৩২ নম্বর কোথায়,চাচা বুলডোজারে এত হাসিনা কেনো আর ৩২ নম্বর কোথায়
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,সাবিনার জন্যই দুবার সাব চ্যাম্পিয়ন তার অবদান ভুলে গেলে চলবে না তার স্বীকৃতি স্বরূপ একুশে পদক ২০২৫ নারী ফুটবলারদের জন্য,সাবিনার জন্যই দুবার সাব চ্যাম্পিয়ন তার অবদান ভুলে গেলে চলবে না তার স্বীকৃতি স্বরূপ একুশে পদক ২০২৫ নারী ফুটবলারদের জন্য
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ইন্টেলেকচুয়াল আড্ডার চেয়ে আন্তরিক গল্প বেশি ভালো,ইন্টেলেকচুয়াল আড্ডার চেয়ে আন্তরিক গল্প বেশি ভালো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আমার এই ফোনটা কিনার অনেক শখ ছিলো,আমার এই ফোনটা কিনার অনেক শখ ছিলো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,পরবর্তী সিনেমা হবে স্বামী কেন ভাই,পরবর্তী সিনেমা হবে স্বামী কেন ভাই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ভয়াবহ অবস্থা,ভয়াবহ অবস্থা
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এবার আন্দোলন কোথায় সব আন্দোলন কি মেয়ে দের জন্য,এবার আন্দোলন কোথায় সব আন্দোলন কি মেয়ে দের জন্য
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এই নির্মানাধিন গুপ্ত ঘর তৈরি জন্য হয়ত ৩২ এর রাস্তা এত বছর বন্ধ করে রাখা হয়েছিল,এই নির্মানাধিন গুপ্ত ঘর তৈরি জন্য হয়ত ৩২ এর রাস্তা এত বছর বন্ধ করে রাখা হয়েছিল
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,মুর্খতার কোন শেষ নাই,মুর্খতার কোন শেষ নাই
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,সহমত প্রকাশ করছি,সহমত প্রকাশ করছি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,গোলাপি এখন ঢাকায়,গোলাপি এখন ঢাকায়
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এইবার সিনেমা পুরো হিট অস্কার পাবেই পাবে,এইবার সিনেমা পুরো হিট অস্কার পাবেই পাবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,সরকারের নি সন্দেহে অনেক ভুল আছে ফ্যাসিস্টদের গ্রেফতার হচ্ছে না মামলা বানিজ্য চলছে জামিন বানিজ্য চলছে,সরকারের নি সন্দেহে অনেক ভুল আছে ফ্যাসিস্টদের গ্রেফতার হচ্ছে না মামলা বানিজ্য চলছে জামিন বানিজ্য চলছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আপনি তো দেখি বিরাট বিশেষজ্ঞ বিয়ের আগে পরামর্শ নেবো,আপনি তো দেখি বিরাট বিশেষজ্ঞ বিয়ের আগে পরামর্শ নেবো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,জীবনে কাউকে ভালো বাসতেই পারি নাই তাই হয় তো কপালে নাই,জীবনে কাউকে ভালো বাসতেই পারি নাই তাই হয় তো কপালে নাই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,শিক্ষা ছাড়া রিলিজিয়াস হয় কিভাবে ধর্ম মানতে হলে প্রচুর জ্ঞান লাগে যে ধার্মিক জ্ঞানী না সে ধার্মিক না বক ধার্মিক অন্য ধর্মের ব্যাপারে ভালো না জানলেও মুসলিম হিসেবে তো জানি মুসলমানদের কুরআন এর প্রথম নাজিলকৃত আয়াতই হলো ইকরা মানে পড়ো,শিক্ষা ছাড়া রিলিজিয়াস হয় কিভাবে ধর্ম মানতে হলে প্রচুর জ্ঞান লাগে যে ধার্মিক জ্ঞানী না সে ধার্মিক না বক ধার্মিক অন্য ধর্মের ব্যাপারে ভালো না জানলেও মুসলিম হিসেবে তো জানি মুসলমানদের কুরআন এর প্রথম নাজিলকৃত আয়াতই হলো ইকরা মানে পড়ো
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আহারে কত কষ্ট থাকলে এই কাজ করে,আহারে কত কষ্ট থাকলে এই কাজ করে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,হাজার কোটি লোপাটের খোঁজ নাই দুইটাকার জন্য মানবিকতা জলাঞ্জলি,হাজার কোটি লোপাটের খোঁজ নাই দুইটাকার জন্য মানবিকতা জলাঞ্জলি
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এই খবরটা সবার আগে দিল্লিষ্টার দিলো কেন যোগসূত্র আছে নিশ্চয় শাওনের মতো অতি চেতনাধারীদের চেতনা ভালোমতো ছুটায় দিতে হবে আর দিল্লিষ্টার সাবধান হয়ে যান সামনে বিপদ,এই খবরটা সবার আগে দিল্লিষ্টার দিলো কেন যোগসূত্র আছে নিশ্চয় শাওনের মতো অতি চেতনাধারীদের চেতনা ভালোমতো ছুটায় দিতে হবে আর দিল্লিষ্টার সাবধান হয়ে যান সামনে বিপদ
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এটা বিপিএলে হলে কিছু লোক তুলকালাম করে ফেলতো,এটা বিপিএলে হলে কিছু লোক তুলকালাম করে ফেলতো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আর্থিক লোকসান পুষিয়ে আবার দাঁড়াতে পারবে তো,আর্থিক লোকসান পুষিয়ে আবার দাঁড়াতে পারবে তো
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বাংলাদেশে জন্ম না নিলে কতো বিনোদন যে মিস করতাম,বাংলাদেশে জন্ম না নিলে কতো বিনোদন যে মিস করতাম
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,সকালে পারি না ঘুম ভাঙ্গাতে রাখো তুমি ফোন সাইলেন্ট করে,সকালে পারি না ঘুম ভাঙ্গাতে রাখো তুমি ফোন সাইলেন্ট করে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আল্লাহ ক্ষমাশীল ভুল বুঝতে পেরে তওবা করলে ইনশাআল্লাহ পাপ মোচন করবেন আল্লাহ আমাদের সবাইকে বুঝার তাওফিক দান করুন,আল্লাহ ক্ষমাশীল ভুল বুঝতে পেরে তওবা করলে ইনশাআল্লাহ পাপ মোচন করবেন আল্লাহ আমাদের সবাইকে বুঝার তাওফিক দান করুন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এতটুকু কমনসেন্স নাই যে অজ্ঞাত কেও মিষ্টি দিয়ে গেল আর কাওকে না দেখেই খেয়ে নিল সবাই কী আজব,এতটুকু কমনসেন্স নাই যে অজ্ঞাত কেও মিষ্টি দিয়ে গেল আর কাওকে না দেখেই খেয়ে নিল সবাই কী আজব
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,নেহেরু দত্ত অন্তর সেই ভাই করা করা,নেহেরু দত্ত অন্তর সেই ভাই করা করা
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,রাখবো তো গার্লফ্রেন্ড দেন,রাখবো তো গার্লফ্রেন্ড দেন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বর্তমান সময়ের সেরা দুইজন খেলোয়াড়,বর্তমান সময়ের সেরা দুইজন খেলোয়াড়
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,এখনো প্রায়সময় বলে উঠি মা আমার জ্বর জ্বর লাগছে তখন মা কপালে হাত রেখে বলে জ্বর না এমনিতেই একটু শরীর গরম হয়েছে ঠিক হয়ে যাবে,এখনো প্রায়সময় বলে উঠি মা আমার জ্বর জ্বর লাগছে তখন মা কপালে হাত রেখে বলে জ্বর না এমনিতেই একটু শরীর গরম হয়েছে ঠিক হয়ে যাবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,মহানায়ক মান্না কে লিস্টে টুকিয়ে দিলি,মহানায়ক মান্না কে লিস্টে টুকিয়ে দিলি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,আর্মি কি আজকে চুড়ি পইড়া ম্যারাথন দৌরাবে,আর্মি কি আজকে চুড়ি পইড়া ম্যারাথন দৌরাবে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,জামায়াতকে একসময় খুবই ভালো লাগতো কিন্তু এখন উগ্রবাদী মনে হয় এরা তৈরি করতে পারে না শুধু ধ্বংস করতে জানে এরা আসলে ধর্মব্যবসায়ী,জামায়াতকে একসময় খুবই ভালো লাগতো কিন্তু এখন উগ্রবাদী মনে হয় এরা তৈরি করতে পারে না শুধু ধ্বংস করতে জানে এরা আসলে ধর্মব্যবসায়ী
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ভাইয়া আমিও জামু আপনার সাথে নিবেন,ভাইয়া আমিও জামু আপনার সাথে নিবেন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,ঐতিহাসিক সত্যগুলো জানা এবং বুঝতে পারা খুব দরকার,ঐতিহাসিক সত্যগুলো জানা এবং বুঝতে পারা খুব দরকার
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,মেরা তো মামু নেই য়ে,মেরা তো মামু নেই য়ে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,বাংলাদেশ আজীবন আন্তর্জাতিক রাজনীতির শিকার ছিল কিন্তু এখন পর্যন্ত আমরা বুঝতেই পারলাম না,বাংলাদেশ আজীবন আন্তর্জাতিক রাজনীতির শিকার ছিল কিন্তু এখন পর্যন্ত আমরা বুঝতেই পারলাম না
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এ কবে কবে আফার কি তাইলে ঘুম ভাঙ্গছে,এ কবে কবে আফার কি তাইলে ঘুম ভাঙ্গছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ফ্যাসিবাদী পীরের বাড়ি ভাড়া হয়েছে খুব ভালো হয়েছে,ফ্যাসিবাদী পীরের বাড়ি ভাড়া হয়েছে খুব ভালো হয়েছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,দাদারা পোদটা ভালো করে ধুয়ে আসেন আমরা রেডি,দাদারা পোদটা ভালো করে ধুয়ে আসেন আমরা রেডি
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,কিন্তু তুই তো এতো সুন্দরী না,কিন্তু তুই তো এতো সুন্দরী না
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,দাদা দাদি যেমন নাতি বউ দেখে মরতে চায় তেমনি বউয়েরও সতীন দেখে মরা উচিত,দাদা দাদি যেমন নাতি বউ দেখে মরতে চায় তেমনি বউয়েরও সতীন দেখে মরা উচিত
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,লাগাতে পারবো না বলে কোলবালিশ নিয়ে ঘুমিয়ে পড়ার নামই সিঙ্গেল লাইফ,লাগাতে পারবো না বলে কোলবালিশ নিয়ে ঘুমিয়ে পড়ার নামই সিঙ্গেল লাইফ
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,চিন্তাগুলো সুন্দর আমাদের অসুন্দর মানসিকতা পারবে কি বাস্তবতায় রুপ দিতে,চিন্তাগুলো সুন্দর আমাদের অসুন্দর মানসিকতা পারবে কি বাস্তবতায় রুপ দিতে
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,প্রত্যেক মানুষের জীবনযাত্রা আলাদা কেউ আগে শেখে কেউ পরে,প্রত্যেক মানুষের জীবনযাত্রা আলাদা কেউ আগে শেখে কেউ পরে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,এই মূহুর্তে দরকার আওয়ামী লীগের সরকার,এই মূহুর্তে দরকার আওয়ামী লীগের সরকার
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,তাইলে আর কি করমু কালকে একজন বলছে তোমার স্কিন তো সুন্দর মাশাল্লাহ রাতেই একটা ব্রন হাজির হয়ে গেছে,তাইলে আর কি করমু কালকে একজন বলছে তোমার স্কিন তো সুন্দর মাশাল্লাহ রাতেই একটা ব্রন হাজির হয়ে গেছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,কোনোটাতে সাকসেস হোক আর না হোক নারীতে সে সাকসেস হবেই,কোনোটাতে সাকসেস হোক আর না হোক নারীতে সে সাকসেস হবেই
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,আল্লাহ দাদিকে বেহেশত নসিব করুন,আল্লাহ দাদিকে বেহেশত নসিব করুন
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,সত্যিই সঠিক শিক্ষা ও সংস্কৃতি আমাদের সমাজের উন্নতির চাবিকাঠি,সত্যিই সঠিক শিক্ষা ও সংস্কৃতি আমাদের সমাজের উন্নতির চাবিকাঠি
text withheld: corpus licence does not permit redistribution,0,Non-Sarcastic,banglasarc3,বিবাহ একটা পবিত্র বন্ধন তবে এটা ব্যবসার কাতারে পড়ে গেছে বর্ষা আপুর কাছে,বিবাহ একটা পবিত্র বন্ধন তবে এটা ব্যবসার কাতারে পড়ে গেছে বর্ষা আপুর কাছে
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ইবলিশের পেতাত্মা থেকে আল্লাহ পাক আমাদেরকে হেফাজত করেছেন,ইবলিশের পেতাত্মা থেকে আল্লাহ পাক আমাদেরকে হেফাজত করেছেন
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,একটু দুষ্টু নাম দিলো কোনটা পছন্দ হলো,একটু দুষ্টু নাম দিলো কোনটা পছন্দ হলো
text withheld: corpus licence does not permit redistribution,1,Sarcastic,banglasarc3,ওরা মানুষ নয় ওরা জানোয়ার,ওরা মানুষ নয় ওরা জানোয়ার
