path,kind,bytes,sha256,rows,columns,parse_error,decision,reason,duplicate_content
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc3_binary_seed42_to_banglasarc_binary.csv,csv,269072,8c2f55e1bb3d19f99d4858a984e78265c6ae84202cc669679ab0036875635233,436,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc3_binary_seed42_to_ben_sarc_binary.csv,csv,1533216,314fc7bd0e200ccb63550d85c65e9ba69fbd31944d6bc339fa3094471177d60f,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc3_binary_seed7_to_banglasarc3_binary.csv,csv,468261,40feb474de430251ccb3074a983a33465da60cb99e80f61701519c40ce88d909,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc3_binary_seed7_to_banglasarc_binary.csv,csv,268346,93d774488719e4706ddc00dd7ee8e57e11458e24f5ffaeff950a1fc80dcb0a9a,436,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc3_binary_seed7_to_ben_sarc_binary.csv,csv,1529185,3257096bc7786035b1d45d1c862a795effa381252fe98d9733cc22324c8f040e,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed123_to_banglasarc3_binary.csv,csv,459572,9403eb8bbb14d6bd9b2feb0aabb53552f41b83afb7a4edd50834c351b8c3125e,762,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed123_to_banglasarc_binary.csv,csv,279156,0befcfbbd838440addeeb575b20da3ea3f07e86a5c7703498952682e99503a4f,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed123_to_ben_sarc_binary.csv,csv,1534149,d9ae2f3dcef936c875242d4c938a07fa04e1f5ea957613f4279b4887c3078906,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed1_to_banglasarc3_binary.csv,csv,457010,759707df291d7cbab6640466eea7256dad2be315edc990251e5d3ce05bf2198a,762,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed1_to_banglasarc_binary.csv,csv,277815,34193a28a571b88223830de20983d832d11fb19982fc8e90420be3b7f3cc7364,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed1_to_ben_sarc_binary.csv,csv,1526040,0b64020d51282fafb046c5027aab1ae75bbd66b62817b8964518b024e7aeee0c,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed2024_to_banglasarc3_binary.csv,csv,458527,51ab1d4dbf15309a4f0ce090f8dba2518fef3317d2fd24603c1b75e99ec75111,762,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed2024_to_banglasarc_binary.csv,csv,278788,b3ce2c71c1e92eea478d756a1dd6cda9428096aeeadb9f7743012883daae7072,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed2024_to_ben_sarc_binary.csv,csv,1530632,d3920b0784bfc2b70e00339d5fec593a2a98700369fe9b46df7d2b2678b01e63,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed42_to_banglasarc3_binary.csv,csv,457974,af57a3646c1ace682306c63467de92aa64bfc0bc02faf42f34c84ab8d5ba821b,762,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed42_to_banglasarc_binary.csv,csv,278327,e27ce27e39da9ab64ee47725ecd81c2571b9e7afacf62919d7869459472b63bd,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed42_to_ben_sarc_binary.csv,csv,1528715,f20b81588ec704fee00b09e44e3f2b36a4ed84795c78e29edd596d6e51a2a442,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed7_to_banglasarc3_binary.csv,csv,457128,a4584dfefcd02673a9699e0230745ed3191a1bdba5fa0c0e3513b5a7b804e25f,762,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed7_to_banglasarc_binary.csv,csv,277915,0d4a576948a671462bb813923081df848b081d42f18a120ef3aaf1ad90a72307,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed7_to_ben_sarc_binary.csv,csv,1526083,1abfde0bdd3107b706096dcd5ff7c502325d1455db316b66f7b431705be551ea,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed123_to_banglasarc3_binary.csv,csv,467939,b750e73c2173c14dc59e2ef08b0f5b72aa279852ca514888edd538c7b1bae080,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed123_to_banglasarc_binary.csv,csv,278067,b6b81d860c3595461f23d0722b728cca042cae7bd9e4d4bd2fc6e735cee3bc7a,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed123_to_ben_sarc_binary.csv,csv,1527303,445446016ef32dd8a53ce35dbb396d2f9f32aedefc01fd49c95eada5804f2976,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed1_to_banglasarc3_binary.csv,csv,466326,eca191cbf5a54eb5c3bbfde0ae12167eac8eb17c80e6ba81f07f07c0d9b5b52e,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed1_to_banglasarc_binary.csv,csv,277248,2003c8b8009a4e50d21ef33ca12e9267c9ca6bdb5ecbb8477ac1ff9e78240b39,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed1_to_ben_sarc_binary.csv,csv,1522577,bd6277739773734c67aa8b0aa79b2cbf451374e0e9f5c9747e90417b189eefcb,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed2024_to_banglasarc3_binary.csv,csv,468673,1d656ef6289da200578ad2ed16cd01b2ca5eb3230fc69dda071de3d86991332b,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed2024_to_banglasarc_binary.csv,csv,278614,f17843611cb7cb1537faf3ac05a4ad346afea56a34cbdfbe5bc57e20c4d5c1ce,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed2024_to_ben_sarc_binary.csv,csv,1529939,340c5b88194cd349edc5771d730efadbd38fef0519aaae77de3d7e218905117b,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed42_to_banglasarc3_binary.csv,csv,466122,484f0cc927e51922c20016ec1c6ecea15ddcaf4f9d7e57bb8af0179428a51f66,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed42_to_banglasarc_binary.csv,csv,277158,7a4c95f3d111020b849f9a1c6cff5ef85d58bd21f2d90401b08a904f622c1789,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed42_to_ben_sarc_binary.csv,csv,1521517,cb5e345a4c9750bfe5d7a7ae668d0e6200de0f633fa4164ee7e3d5032c46ad07,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed7_to_banglasarc3_binary.csv,csv,465784,9626ee9fd69a287afa94c6a22cceafafc986bfe0d39fb9903ae547982cab0c5d,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed7_to_banglasarc_binary.csv,csv,276894,d0ed0be5ac93c697e771f8bbb094b4df43302fd2105cdc609a60ca0c7d3c6735,464,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed7_to_ben_sarc_binary.csv,csv,1520100,69112ba42568e4c430fdbdeb6cb4408d6ab33a610fb03d3fe73e7e8cae7786c9,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed123_to_banglasarc3_binary.csv,csv,472954,38824a4df8ec03300470f9569b2b1a784aefc95f4d3ac0276d57d278c42cee08,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed123_to_banglasarc_binary.csv,csv,270978,cf88ff7a6a2deb9085d642ae64fae3cbeb481245cde750e1c804756b1082b349,436,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed123_to_ben_sarc_binary.csv,csv,1544172,5995c61f95aa25a3ae91f99f538dbf4b2d17db314f1099dc0bf82f5e82028804,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed1_to_banglasarc3_binary.csv,csv,471605,68b5378b42b42aec99de79f9624d2916ee5c0d6d608e9b0c26ea408ec612195a,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed1_to_banglasarc_binary.csv,csv,270176,1b1ae8aa90e9a12466f80cf3417b2f94280a922ca90ee27e4a674f86895e20fe,436,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed1_to_ben_sarc_binary.csv,csv,1539757,b2c3b5dfb64e19b47799e8aff6a85d65c9438cd2e7ca90418d86cf4147ad897b,2563,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed2024_to_banglasarc3_binary.csv,csv,472481,85e6266d2afee28ec031b93c943deff7c659acab5a79dabe5a6b6ddf70ec8100,791,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed2024_to_banglasarc_binary.csv,csv,270685,ed5bbd7b688f0f6164140f47727103ddfc1d2cfdd4b2d7c5514d198b270247d2,436,"[""item_id"", ""text"", ""norm_key"", ""gold_label"", ""pred_label"", ""correct"", ""logit_0"", ""logit_1"", ""prob_0"", ""prob_1"", ""prob_cal_0"", ""prob_cal_1"", ""temperature"", ""system"", ""source"", ""target"", ""seed""]",,prediction_evidence,retained for reproducibility and downstream paired analyses,False
