tag,system,source,source_corpora,target,seed,held_out,n_sources,model_name,n_eval_total,n_removed_train_seen,n_removed_all_source,n_eval_clean,test_macro_f1,test_accuracy,test_weighted_f1,test_precision_macro,test_recall_macro,test_recall_class_0,test_recall_class_1,temperature,ece,ece_temperature_scaled,brier,brier_temperature_scaled,confusion_matrix,prediction_path,config_hash,protocol,held_out_corpus,val_macro_f1,val_accuracy,train_seconds
B,vanilla,banglasarc_binary+banglasarc3_binary,"[""banglasarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,123,False,2,csebuetnlp/banglabert,464,0,0,464,0.906868816425239,0.9116379310344828,0.9128642747911454,0.8990019692943043,0.9218686827848306,0.8859060402684564,0.9578313253012049,2.247790518315027,0.0622850734530107,0.0704594208342381,0.1468228113338289,0.1318917983009199,"[[264, 34], [7, 159]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_banglasarc_binary+banglasarc3_binary_seed123_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,ben_sarc_binary,0.8233110788134268,0.8253588516746412,137.06866598129272
B,vanilla,banglasarc_binary+banglasarc3_binary,"[""banglasarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,123,False,2,csebuetnlp/banglabert,791,0,0,791,0.7594282238442822,0.7597977243994943,0.7594401432170309,0.7613029776834523,0.759749392660785,0.797979797979798,0.7215189873417721,2.247790518315027,0.1769359722174803,0.0617684462777508,0.4017399097301367,0.3389307369751384,"[[316, 80], [110, 285]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_banglasarc_binary+banglasarc3_binary_seed123_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,ben_sarc_binary,0.8233110788134268,0.8253588516746412,137.06866598129272
B,vanilla,banglasarc_binary+banglasarc3_binary,"[""banglasarc_binary"", ""banglasarc3_binary""]",ben_sarc_binary,2024,True,2,csebuetnlp/banglabert,2563,0,0,2563,0.5115430353297683,0.5688646117830667,0.5114777487962224,0.6301718592041172,0.5689983571239805,0.9117876658860266,0.2262090483619344,1.735057386225728,0.3767856899796479,0.3112382234412699,0.7948942587338951,0.7107680496974522,"[[1168, 113], [992, 290]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_banglasarc_binary+banglasarc3_binary_seed2024_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,ben_sarc_binary,0.8134307161696084,0.8157894736842105,100.47597217559814
B,vanilla,banglasarc_binary+banglasarc3_binary,"[""banglasarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,2024,False,2,csebuetnlp/banglabert,464,0,0,464,0.9230033383441032,0.9267241379310344,0.9278184907507202,0.9146360036551936,0.9402846284466726,0.8926174496644296,0.9879518072289156,1.735057386225728,0.0385285916852229,0.0593219361254987,0.109671008317961,0.1059188707423873,"[[266, 32], [2, 164]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_banglasarc_binary+banglasarc3_binary_seed2024_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,ben_sarc_binary,0.8134307161696084,0.8157894736842105,100.47597217559814
B,vanilla,banglasarc_binary+banglasarc3_binary,"[""banglasarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,2024,False,2,csebuetnlp/banglabert,791,0,0,791,0.7542030266917823,0.7547408343868521,0.7542175620348923,0.7568702929949448,0.7546829049993606,0.8005050505050505,0.7088607594936709,1.735057386225728,0.1494936639371789,0.0699265537155038,0.3917678814236014,0.3533786383780217,"[[317, 79], [115, 280]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_banglasarc_binary+banglasarc3_binary_seed2024_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,ben_sarc_binary,0.8134307161696084,0.8157894736842105,100.47597217559814
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",ben_sarc_binary,42,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7990591924735397,0.7990635973468592,0.7990588254007631,0.7990939573201403,0.7990655457600038,0.8040593286494926,0.7940717628705148,1.2638954197826144,0.0405608007055609,0.0169208631467454,0.2880482351066177,0.284492371079221,"[[1030, 251], [264, 1018]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed42_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7861616462869072,0.7861616462869072,204.82635068893435
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,42,True,2,csebuetnlp/banglabert,464,24,28,436,0.6267948550794469,0.6536697247706422,0.6506836281382871,0.6296334788332294,0.6252342704149934,0.7444444444444445,0.5060240963855421,1.2638954197826144,0.1739529540728824,0.1394729339015851,0.4901049058624699,0.4646432408819054,"[[201, 69], [82, 84]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed42_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7861616462869072,0.7861616462869072,204.82635068893435
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,42,False,2,csebuetnlp/banglabert,791,0,0,791,0.7307137206012801,0.7307206068268015,0.7307119990448999,0.730757672634271,0.7307281677534843,0.7247474747474747,0.7367088607594937,1.2638954197826144,0.0859951718009817,0.0579592890484687,0.3658183068708897,0.3537680788880062,"[[287, 109], [104, 291]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed42_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7861616462869072,0.7861616462869072,204.82635068893435
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",ben_sarc_binary,1,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7920505244526317,0.7928209129925868,0.792045586064555,0.7972783186524494,0.792844781706959,0.8540202966432474,0.7316692667706708,1.386222019582469,0.0450372249650375,0.0208730412094265,0.2994455393144232,0.2946264041991632,"[[1094, 187], [344, 938]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed1_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7749304472513097,0.7757232329257382,199.7326891422272
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,1,True,2,csebuetnlp/banglabert,464,24,28,436,0.5577460082579536,0.6100917431192661,0.5940390510951302,0.5707805907172996,0.5598839803659081,0.7703703703703704,0.3493975903614458,1.386222019582469,0.2248241929133995,0.1739265040043998,0.5622359143505189,0.5152243599582426,"[[208, 62], [108, 58]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed1_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7749304472513097,0.7757232329257382,199.7326891422272
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,1,False,2,csebuetnlp/banglabert,791,0,0,791,0.7163356313632029,0.718078381795196,0.7163637402411384,0.7233814646418324,0.7179804372842347,0.7954545454545454,0.640506329113924,1.386222019582469,0.096935991110684,0.0508829162786705,0.3753807758106278,0.3602189143774353,"[[315, 81], [142, 253]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed1_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7749304472513097,0.7757232329257382,199.7326891422272
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",ben_sarc_binary,7,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7840675687060794,0.7850175575497463,0.784073156875748,0.7900663273653992,0.7849917977983756,0.7189695550351288,0.8510140405616224,1.0547074331826063,0.0201962847848645,0.0286194693773094,0.2942230100408665,0.2945371512015735,"[[921, 360], [191, 1091]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed7_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7731646998148031,0.7742320310169997,152.46874403953552
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,7,True,2,csebuetnlp/banglabert,464,24,28,436,0.5998251748251748,0.6146788990825688,0.618215500096234,0.5993118279569892,0.6030343596608657,0.6518518518518519,0.5542168674698795,1.0547074331826063,0.1491601049431325,0.1427264791780307,0.4944947746926529,0.4887134702786072,"[[176, 94], [74, 92]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed7_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7731646998148031,0.7742320310169997,152.46874403953552
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,7,False,2,csebuetnlp/banglabert,791,0,0,791,0.733798076923077,0.7345132743362832,0.7337806330837305,0.7371911724779894,0.7345799769850403,0.6818181818181818,0.7873417721518987,1.0547074331826063,0.053493343057981,0.0470083235382122,0.3656260874870189,0.3638291370920858,"[[270, 126], [84, 311]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed7_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7731646998148031,0.7742320310169997,152.46874403953552
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",ben_sarc_binary,123,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7939739837244602,0.7943815840811549,0.7939704082827348,0.796768156294272,0.7943990593347388,0.8391881342701015,0.749609984399376,1.8369481650668051,0.085135799842499,0.0161319031774812,0.3146835733445045,0.2970004630722176,"[[1075, 206], [321, 961]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed123_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7738921434717397,0.7742320310169997,278.0258777141571
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,123,True,2,csebuetnlp/banglabert,464,24,28,436,0.6109244891579276,0.6399082568807339,0.6362548407812205,0.6140234692691995,0.6094823739402053,0.737037037037037,0.4819277108433735,1.8369481650668051,0.2289389611515818,0.1525634040135885,0.5467600200271907,0.4657217353626983,"[[199, 71], [86, 80]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed123_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7738921434717397,0.7742320310169997,278.0258777141571
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,123,False,2,csebuetnlp/banglabert,791,0,0,791,0.7381385329156012,0.7383059418457648,0.7381469033621092,0.738855421686747,0.7382751566295871,0.7626262626262627,0.7139240506329114,1.8369481650668051,0.1227321681417142,0.0421089668587441,0.3875058912861452,0.3529869616735923,"[[302, 94], [113, 282]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed123_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.7738921434717397,0.7742320310169997,278.0258777141571
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",ben_sarc_binary,2024,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.8010035002849919,0.8010144362075693,0.8010029247101194,0.8010871193803133,0.801017450534087,0.8087431693989071,0.7932917316692668,1.3668376670358056,0.0444460969973032,0.025329905862954,0.2852620044303726,0.280618362694599,"[[1036, 245], [265, 1017]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed2024_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.784667207474534,0.7846704443781688,211.87148237228396
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc_binary,2024,True,2,csebuetnlp/banglabert,464,24,28,436,0.5757968865826538,0.6146788990825688,0.6064311994613748,0.5819472813928607,0.5751896474788041,0.7407407407407407,0.4096385542168674,1.3668376670358056,0.2142903331511884,0.1648092498170529,0.5578432764345138,0.5132406002550924,"[[200, 70], [98, 68]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed2024_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.784667207474534,0.7846704443781688,211.87148237228396
B,vanilla,ben_sarc_binary+banglasarc3_binary,"[""ben_sarc_binary"", ""banglasarc3_binary""]",banglasarc3_binary,2024,False,2,csebuetnlp/banglabert,791,0,0,791,0.7408343868520859,0.7408343868520859,0.7408343868520859,0.7408355708988621,0.7408355708988621,0.73989898989899,0.7417721518987341,1.3668376670358056,0.0922443298690868,0.040649656919696,0.3675336399741128,0.3525340596912784,"[[293, 103], [102, 293]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc3_binary_seed2024_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc_binary,0.784667207474534,0.7846704443781688,211.87148237228396
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",ben_sarc_binary,42,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7967016696727749,0.796722590714007,0.7967008650173429,0.7968535643359285,0.7967266700035682,0.8071818891491023,0.7862714508580343,1.244245367068998,0.0488514193596851,0.022520797653266,0.2889176832548177,0.2842254045306203,"[[1034, 247], [274, 1008]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed42_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8050676236384219,0.8052892561983471,189.4634871482849
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc_binary,42,False,2,csebuetnlp/banglabert,464,0,0,464,0.8521979188787427,0.8577586206896551,0.8603536148680808,0.8467548076923077,0.8732513948411094,0.8187919463087249,0.927710843373494,1.244245367068998,0.0461281813898669,0.0485903758782801,0.1959190240100604,0.1909827580875951,"[[244, 54], [12, 154]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed42_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8050676236384219,0.8052892561983471,189.4634871482849
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc3_binary,42,True,2,csebuetnlp/banglabert,791,25,29,762,0.6351680903830257,0.6351706036745407,0.6351429574678751,0.6357185709261672,0.635677404678032,0.6549865229110512,0.6163682864450127,1.244245367068998,0.1920375776592741,0.1559511177156747,0.5147163011747253,0.4868318796222621,"[[243, 128], [150, 241]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed42_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8050676236384219,0.8052892561983471,189.4634871482849
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",ben_sarc_binary,1,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7911217310144558,0.7912602419040188,0.7911196323646139,0.7920568194307067,0.7912704095985854,0.8173302107728337,0.765210608424337,2.024431867780813,0.1237028258363696,0.0301452575538198,0.3346154598411691,0.2990861975871736,"[[1047, 234], [301, 981]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed1_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8059089875613943,0.8066115702479338,232.8693010807037
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc_binary,1,False,2,csebuetnlp/banglabert,464,0,0,464,0.8701133226510165,0.875,0.8772804494295257,0.8641826923076923,0.8920109970081669,0.8322147651006712,0.9518072289156626,2.024431867780813,0.0816463280478129,0.0908581799468665,0.2009905116504306,0.1793920022929897,"[[248, 50], [8, 158]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed1_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8059089875613943,0.8066115702479338,232.8693010807037
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc3_binary,1,True,2,csebuetnlp/banglabert,791,25,29,762,0.641909220965015,0.6443569553805775,0.641132162420392,0.6524686766977515,0.6469726528839592,0.7466307277628033,0.5473145780051151,2.024431867780813,0.2627530024039793,0.1565124316928005,0.5849344673460933,0.4876061722864424,"[[277, 94], [177, 214]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed1_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8059089875613943,0.8066115702479338,232.8693010807037
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",ben_sarc_binary,7,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7967165252932321,0.796722590714007,0.796716092048891,0.7967627914681321,0.7967248432326052,0.8024980483996877,0.7909516380655226,1.2814672844728368,0.0561828610446711,0.0270447810912036,0.2908379575962542,0.2842717691523281,"[[1028, 253], [268, 1014]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed7_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8057707581391313,0.8059504132231405,181.64856886863708
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc_binary,7,False,2,csebuetnlp/banglabert,464,0,0,464,0.8534007352941176,0.8577586206896551,0.8605912461967545,0.850451256806146,0.8799223740599984,0.802013422818792,0.9578313253012049,1.2814672844728368,0.0810354159697566,0.0888720903192831,0.194311190020568,0.1866903799088838,"[[239, 59], [7, 159]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed7_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8057707581391313,0.8059504132231405,181.64856886863708
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc3_binary,7,True,2,csebuetnlp/banglabert,791,25,29,762,0.6374931053502482,0.6377952755905512,0.637218405131791,0.6398842767644671,0.6389932511150482,0.6846361185983828,0.5933503836317136,1.2814672844728368,0.1991860716172832,0.1556644378043366,0.5224053702362409,0.4915397836386004,"[[254, 117], [159, 232]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed7_to_banglasarc3_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.8057707581391313,0.8059504132231405,181.64856886863708
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",ben_sarc_binary,123,False,2,csebuetnlp/banglabert,2563,0,0,2563,0.7711104115781388,0.7725321888412017,0.7711033730768364,0.7795431154433201,0.7725630570890283,0.8516783762685401,0.6934477379095164,1.9494111614619305,0.1259351987128218,0.0306980908773516,0.3535319545054662,0.3175828383633483,"[[1091, 190], [393, 889]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed123_to_ben_sarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.7964663086783301,0.7980165289256198,371.76433801651
B,vanilla,ben_sarc_binary+banglasarc_binary,"[""ben_sarc_binary"", ""banglasarc_binary""]",banglasarc_binary,123,False,2,csebuetnlp/banglabert,464,0,0,464,0.8956181533646322,0.9008620689655172,0.9022738923965248,0.8879725085910652,0.9108110293523086,0.8758389261744967,0.9457831325301204,1.9494111614619305,0.0650801982144426,0.0724123764935006,0.163334653288602,0.1528070101638404,"[[261, 37], [9, 157]]",04_outputs/predictions/19_loco_pooled/19_B_vanilla_ben_sarc_binary+banglasarc_binary_seed123_to_banglasarc_binary.csv,6970de89ef36b0ad,loco,banglasarc3_binary,0.7964663086783301,0.7980165289256198,371.76433801651
