path,decision,reason,duplicate_content,parse_error
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed7_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_banglasarc_binary_seed7_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed123_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed123_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed123_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed1_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed1_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed1_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed2024_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed2024_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed2024_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed42_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed42_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed42_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed7_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed7_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_fgm_ben_sarc_binary_seed7_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed123_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed123_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed123_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed1_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed1_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed1_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed2024_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed2024_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed2024_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed42_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed42_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed42_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed7_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed7_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc3_binary_seed7_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed123_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed123_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed123_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed1_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed1_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed1_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed2024_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed2024_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed2024_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed42_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed42_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed42_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed7_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed7_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_banglasarc_binary_seed7_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed123_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed123_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed123_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed1_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed1_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed1_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed2024_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed2024_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed2024_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed42_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed42_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed42_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed7_to_banglasarc3_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed7_to_banglasarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
predictions/18_multiseed_cross_corpus/18_vanilla_ben_sarc_binary_seed7_to_ben_sarc_binary.csv,prediction_evidence,retained for reproducibility and downstream paired analyses,False,
tables/03_dl_reference_gap_same_split.csv,canonical_input,used in a consistency-resolved figure or evidence audit,False,
tables/06_multi_backbone_summary.csv,canonical_input,used in a consistency-resolved figure or evidence audit,False,
tables/07_adversarial_summary.csv,canonical_input,used in a consistency-resolved figure or evidence audit,False,
tables/09b_fgm_awp_multiseed.csv,excluded,single exploratory FGM+AWP run mislabeled as multiseed,False,
tables/13_calibration.csv,canonical_input,used in a consistency-resolved figure or evidence audit,False,
tables/18_cross_corpus_shift_audit.csv,canonical,Notebook 18 reviewer-ready evidence,False,
tables/18_fgm_vs_vanilla_paired_seed_tests.csv,canonical,Notebook 18 reviewer-ready evidence,False,
tables/18_shift_transfer_association.json,inventory_only,parsed and recorded; not scientifically compatible with a current figure,False,
tables/18_split_audit.csv,canonical,Notebook 18 reviewer-ready evidence,False,
tables/18_transfer_gaps_by_seed.csv,canonical,Notebook 18 reviewer-ready evidence,False,
tables/18_transformer_cross_corpus_multiseed_runs.csv,canonical,Notebook 18 reviewer-ready evidence,False,
tables/18_transformer_cross_corpus_multiseed_summary.csv,canonical,Notebook 18 reviewer-ready evidence,False,
